,Address,dublinRegionString,Bedroom,Bathroom,PropertyType,originalPrice,Price,Description
307,"Killiney Court, Killiney Bay, Killiney, Co. Dublin",Other,2 ,2 ,Apartment,"€3,500 per month",3500,"***Unfurnished Apartment****

VERY WELL PRESENTED APARTMENT SET IN SPECTACULAR SEASIDE LOCATION OVERLOOKING KILLINEY BAY.

Accommodation includes entrance hall, large open plan kitchen with all built in appliances, open plan living area, dining area, large sun balcony with spectacular sea views over bay, 2 large double bedrooms, 2 bathrooms, stairs to full Apartment size overhead roof terrace with panoramic views overlooking entire Killiney Bay area. 

Features also include luxury high end finish throughout.

Private parking for 2 cars, separate underground storage area. 

24/7 Concierge and on site security.

Great location with DART station at entrance to development giving direct City access."
308,"Chancery Court, Bride Street, Dublin 2",2,2 ,2 ,Apartment,"€2,835 per month",2835,"Delaney Estates present TO LET this magnificent 2-bed penthouse in Chancery Court located in the heart of Dublin City.

On entering this beautiful penthouse you are immediately met by its tasteful up-to-the-minute décor throughout.  This property boasts a large bright open plan kitchen/dining/living room with bespoke handmade walnut shaker kitchen, NEFF integrated electric oven, hob, microwave and dishwasher. Natural light radiates through this room with polished marble flooring and dual aspect glass-paneled doors and windows that lead to the balcony area and a further large south west facing roof terrace. 

There are two bright well-proportioned bedrooms both with built-in wardrobes, large windows and a door that leads to the balcony. Master bedroom has an en-suite with electric shower, w.c. and w.h.b. There is a large bathroom which is fully tiled with bath and shower overhead, w.c. and w.h.b.  Dimplex goldshield electric storage heating throughout.  

The roof terrace has been lovingly maintained and boasts timber framed flower beds and is laid in artificial grass, where one can enjoy al fresco dining

Positioned in this much sought-after area in Dublin South City Centre, this penthouse apartment is within walking distance of the streets of Dublin's City Centre which offer a wealth of amenities and cosmopolitan recreational facilities.

Viewing is highly recommended."
309,"6 Garden View, Ranelagh, Dublin 6",6,2 ,2 ,House,"€2,585 per month",2585,"Lovely 2 bed townhouse, close to all the amenities of Ranelagh village. 5 minute walk to Charlemont Luas and 10 minute walk to St Stephen's Green. 

Downstairs is the kitchen, large living/dining room and bathroom, while outside is a decked area to the side and a utility room with washing machine and dryer. 

To the front is a small cottage garden. Upstairs are two double bedrooms, one en-suite. There is on-street permit parking."
310,"1C, 72 Drumcondra Road Lower",Other,1 ,1 ,Apartment,"€1,394 per month",1394,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
311,"1A, 72 Drumcondra Road Lower",Other,2 ,1 ,Apartment,"€1,679 per month",1679,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed . These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units. The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital. Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
312,"1B, 72 Drumcondra Road Lower",Other,2 ,1 ,Apartment,"€1,678 per month",1678,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
313,"2A, 72 Drumcondra Road Lower",Other,1 ,1 ,Apartment,"€1,319 per month",1319,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
314,"2B, 72 Drumcondra Road Lower",Other,1 ,1 ,Apartment,"€1,319 per month",1319,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
315,"3A, 72 Drumcondra Road Lower",Other,1 ,1 ,Apartment,"€1,319 per month",1319,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
316,"3B, 72 Drumcondra Road Lower",Other,1 ,1 ,Apartment,"€1,319 per month",1319,"Follow us on Instagram @doran_estates to see our new listings first! **EMAIL ENQUIRIES ONLY/NO PHONE CALLS** 

Doran Estates are delighted to bring this beautiful unit to the market situated in an excellent location this is not one to be missed .  These apartments are currently unfurnished but can be furnished to requirement of each tenant. Each unit is complete with wooden floors, tiled bathroom throughout, &amp; a fully fitted kitchen. Please note that the washer dryer facilities are communal and a pay as you go bases. There is no car parking facility with the units.

The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre. The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep. There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.

Please note that we give preference to applications via our website https://doranestates.ie/ and that enquiries are email only, NO PHONE CALLS will be accepted. Due to the high volume of interest, it might not be possible to respond to every application for this advertisement. We're currently experiencing an unprecedented volume of enquiries and we advise you that viewings are available on a limited, first come, first serve basis, and tend to fill up quickly. Apologies for any inconvenience this may cause."
317,"Fernleigh Drive, Carpenterstown, Dublin 15",15,1 ,1 ,Apartment,"€1,405 per month",1405,"*** EMAIL ENQUIRIES ONLY ** Fingal Letting are delighted to acquire this one bedroom property located in the popular development of Fernleigh Drive.   There is a good size living/dining open plan kitchen and one bedroom and bathroom.  This property is located within close proximity to all local amenities including schools, shops and Coolmine Train Station."
318,"152 Collinswood, Collins Avenue, Collinswood, Dublin 9",9,3 ,3 ,House,"€2,850 per month",2850,"** EMAIL ENQUIRIES ONLY** Brant Higgins are delighted to bring this PARTLY FURNISHED three bedroom semi detached property to the rental market, this property has been decorated throughout and is being rented partly furnished.

This south facing property is ideally located within the Collinswood development and close to all local transport links into Dublin City centre and all shops, pharmacies, pubs and restaurants.

This property has a large living room and open plan kitchen/dining area overlooking the back garden.  There is off street parking for one car.

Upstairs there are two double bedrooms one with en suite bathroom and built in wardrobes, there is also a single bedroom.

To arrange a viewing please send an email through the advert and a Negotiator will be in touch to arrange an appointment."
319,"Apartment 4, The Corn House, Distillery Lofts, Dis, Drumcondra, Dublin 3",3,2 ,2 ,Apartment,"€3,000 per month",3000,Beautiful loft style apartment in the renovated old D.W.D Whiskey Distillery. 130m2 of floor area. Email only please forward as much information as possible before viewing.
320,"Luxury 2 bedroom Apartment in the centre of Dun La, 17 Brook House Corrig Avenue, Dun Laoghaire, Co. Dublin",Other,2 ,2 ,Apartment,"€4,500 per month",4500,"The elegant light filled entrance foyer immediately welcomes you into this beautiful five star apartment. Quality of workmanship combined with attention to detail has been at the forefront of this development which is complimented through each generously proportioned and well-appointed home.
One of Dublin's most sought after areas; Dun Laoghaire is a bustling seaside town just a short drive from Dublin's City Centre.
Stunning views casting over Dublin Bay. There is an abundance of amenities in the area to cater for all tastes including sporting and recreational activities to fine dining and theatre. Everything you need to combine convenience with quality living. "
321,"Spencer Dock, Dublin 1",1,1 ,2 ,Apartment,"€2,200 per month",2200,"Delighted to present this stunning ground floor duplex apartment in this fantastic complex at Spencer dock. This apartment is available on a short term two month letting basis only as the owner is selling the apartment in February 2023. 

This apartment is ideally laid out offering perfect living accommodation in a sought-after development. Briefly comprising of entrance hall downstairs bathroom, nicely furnished living and dining room with exit to garden and fully fitted kitchen including contemporary integrated appliances with integrated units, and storage downstairs. There is a spacious double bedroom, built-in wardrobes, additional storage and second en-suite bathroom upstairs. The apartment also benefits from one underground secure car parking space. 

Spencer dock is a superb development based in the heart of Dublin's Docklands. Residents benefit from many on-site facilities like concierge service and 24-hour security and picturesque landscaped grounds, The convenience of the location cannot be overstated having every conceivable amenity within walking distance. Ideally located in Dublin's Docklands, on the doorstep of the city center and is served by an extensive public transport network which includes the Docklands Station for DART and inter-city trains, Dublin Bus services and LUAS. The port-tunnel and M50 are also easily accessed and the development is right beside the 3 arena."
322,"IFSC, Dublin 1",1,2 ,1 ,Apartment,€950 per week,3800,"Serviced Apartments In Dublin are delighted to offer this stunning 2 bed 1 bath short term serviced apartment located in the heart of Dublin\'s business district. Situated in the heart of the IFSC and only minutes walk from Google, Facebook etc this Dublin 1 address combines luxury and peace with the vibrancy of City Centre living. Spencer Dock presents a unique opportunity to acquire a luxurious apartment, finished to the highest standards.

This is a chance to live in Dublin\'s most exciting new area with Ireland\'s finest entertainment, sports and shopping facilities on your doorstep. The development is located within walking distance of the DART, LUAS, mainline rail and bus depots.

Accommodation consists of 2 large double bedrooms, a modern bathroom, fully equipped kitchen, spacious living room with access to a balcony."
323,"IFSC, Dublin 1",1,1 ,2 ,Apartment,"€2,500 per month",2500,"Serviced Apartments In Dublin are delighted to offer this stunning 1 bed 2 bath serviced apartment located in the heart of Dublin\'s business district. Situated in the heart of the IFSC and only minutes walk from Google, Facebook etc this Dublin 1 address combines luxury and peace with the vibrancy of City Centre living. IFSC presents a unique opportunity to acquire a luxurious apartment, finished to the highest standards.

This is a chance to live in Dublin\'s most exciting new area with Ireland\'s finest entertainment, sports and shopping facilities on your doorstep. The development is located within walking distance of the DART, LUAS, mainline rail and bus depots.

Accommodation consists of 1 large double bedroom with en-suite, modern fully equipped kitchen, spacious living room with access to a balcony.

Each apartment includes:


- Free WiFi Internet
- Free Onsite Parking
- Free Electricity / Gas Central Heating
- Free Weekly Laundry and Cleaning Service
- Living Room with Digital Wide Screen TV and DVD Player
- Fully equipped kitchen with separate dining area
- Washer/Drier Facility

For more apartments visit our website www.said.ie

Please note that there is a minimum stay of 90 nights"
324,"Barrow Street, Ballsbridge, Dublin 4",4,1 ,1 ,Apartment,€840 per week,3360,"Serviced Apartments In Dublin are delighted to offer this stunning 1 bed 1 bath serviced apartment located in the heart of Dublin's business district. Situated minutes walk from Google, Facebook this Dublin 2 address combines luxury and peace with the vibrancy of City Centre living. Barrow Street presents a unique opportunity to acquire a luxurious apartment, finished to the highest standards and located in the heart of Dublin 4.
This is a chance to live in Dublin's most exciting new area with Ireland's finest entertainment, sports and shopping facilities on your doorstep. The development is located within walking distance of the DART,mainline rail and bus depots.

Accommodation consists of 1 large double bedroom, modern fully equipped kitchen, spacious living room with access to a balcony.

Each apartment includes:


- Free WiFi Internet
- Free Onsite Parking
- Free Electricity / Gas Central Heating
- Free Weekly Laundry and Cleaning Service
- Living Room with Digital Wide Screen TV and DVD Player
- Fully equipped kitchen with separate dining area
- Washer/Drier Facility


Rates from €120.00 per night."
325,"IFSC, Dublin 1",1,1 ,2 ,Apartment,€875 per week,3500,"Serviced Apartments In Dublin are delighted to offer this stunning 1 bed 2 bath serviced apartment located in the heart of Dublin\'s business district. Situated in the heart of the IFSC and only minutes walk from Google, Facebook etc this Dublin 1 address combines luxury and peace with the vibrancy of City Centre living. IFSC presents a unique opportunity to acquire a luxurious apartment, finished to the highest standards.

This is a chance to live in Dublin\'s most exciting new area with Ireland\'s finest entertainment, sports and shopping facilities on your doorstep. The development is located within walking distance of the DART, LUAS, mainline rail and bus depots.

Accommodation consists of 1 large double bedroom with en-suite, modern fully equipped kitchen, spacious living room with access to a balcony.

Each apartment includes:


- Free WiFi Internet
- Free Onsite Parking
- Free Electricity / Gas Central Heating
- Free Weekly Laundry and Cleaning Service
- Living Room with Digital Wide Screen TV and DVD Player
- Fully equipped kitchen with separate dining area
- Washer/Drier Facility


Rates from €90.00 per night.

For more apartments visit our website www.servicedapartmentsindublin.ie

Please note that there is a minimum stay of 90 nights"
326,"29 Victoria Street, Portobello, Dublin 8",8,2 ,1 ,House,"€3,000 per month",3000,"Stunning Victorian period residence situated on Victoria Street, a popular and sought after street in Portobello at the city end of the South Circular Road. Only a short walk from the City Centre and all the amenities that this popular area has to offer. Transformed inside and out to the highest specification by a previous interior designer owner, No 29 has been skilfully refurbished to exacting standards and combines the best of contemporary design and high quality finish with exceptional attention to detail. The house is being let unfurnished."
327,"Crescent house,  Clontarf, Fairview, Dublin 3",3,1 ,1 ,Apartment,"€1,950 per month",1950,"Location, location, location. A beautiful modern one bedroom apartment for rent in this highly desirable gated development located on the Howth road, and minutes from the city centre by Dart or bus. 

The property accommodation consists of entrance hallway, large bathroom, double bedroom, lounge and kitchen.  There is secure off street parking too.

Please text you interest to the number shown."
328,"168 Lansdowne Park, Dublin 4, Dublin 4",4,3 ,2 ,House,"€3,800 per month",3800,"This wonderful 3-bedroom home is set behind private secure gates and conveniently situated just off Northumberland Road on Lansdowne Park. The property is bright, spacious and has been finished to a very high standard. 

Accommodation downstairs comprises entrance hall leading to two inter-connecting reception rooms, kitchen/dining area (complete with range of modern appliances) and guest WC.

Upstairs, there are two large double bedrooms (one with en-suite bathroom), as well as a third (single) bedroom and main bathroom. To the rear of the property, there is a lovely large south-westerly landscaped garden with shed. 

This is an ideal opportunity to live in an area with a wide range of amenities nearby, with an array of fine restaurants, cafes bars and hotels just minutes away. Excellent recreational facilities are on the doorstep including the Aviva Stadium, the RDS, Herbert Park and numerous sports and fitness clubs. Sandymount, Donnybrook and the city centre are all within walking distance. 

Public transport is also well catered for, with Lansdowne Road and Grand Canal Dock DART stations only a few minutes walk away, as is the Google complex on Barrow Street and the new Facebook campus in Ballsbridge. A superb selection of Dublin's premier schools and colleges are close by, as are the city's principal places of business including Grand Canal/Silicon Docks, Merrion Square, Fitzwilliam Square and St. Stephen's Green."
329,"D1 DENTAL CARE, 565 North Circular Road, Dublin 1",1,2 ,1 ,Apartment,"€2,175 per month",2175,"\\ www.dublinlettings.com // We are delighted to present this first floor two double bedroom apartment located in a terraced three-storey house, built c.1800. This is a part of a terrace of ten similar houses with original two-storey return. 565 North Circular Road is a three storey over basement mid terraced period property. The property is located on the North Circular Road beside Croke Park is easy walking distance of Dublin's city centre and all associated amenities. The accommodation is located on the first floor and accessed by two flights of stairs. This property has two double bedrooms, a living room , bathroon and kitchen / dining. ALL INQUIRIES (PHONE / EMAIL) ARE RECORDED. WE ENDEAVOR TO CONTACT ALL INTERESTED PARTIES UP TO 24 HRS PRIOR TO VIEWING DATES. PLEASE NOTE VIEWING DATES MAY CHANGE DUE TO CIRCUMSTANCES OUT OF OUR CONTROL."
330,"Leeson Street Upr, Dublin 4",4,2 ,1 ,Apartment,"€2,300 per month",2300,"Extra large two bedroom apartment situated on the garden level of this period building, fully self contained, available immediately. 

The accommodation comprises entrance hall with storage presses, large lounge, second lounge / reception room, fitted kitchen, two double bedrooms, bathroom. Access to the rear communal garden. 

The building is situated close to the junction of Leeson Street &amp; Appian Way, just a short walk from the city centre."
331,"The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",4,1 ,1 ,Apartment,"€2,150 per month",2150,"****Must be Viewed****Excellent one bed apt which is situated in this popular mature upmarket development next Herbert Park and opposite the RDS.  Only minutes away from Ballsbridge Village and approx 10 minutes away from the City Centre and with the DART being a short stroll and the Rock Road and Stillorgan only a stone throw.  Well decorated with wooden floors throughout.   Accom comprises of Large living room with patio doors leading to good size balcony. Separate kitchen with all mod cons. One good size double bedroom with built in wardrobes.  Main bathroom with shower.  Parking 
available.  (More pictures to follow)"
332,"Annesley Gardens, Ranelagh, Dublin 6",6,4 ,4 ,House,"€8,750 per month",8750,"***Looking for modern home with complete style and flair*** then Bell Properties are delighted to bring on the market this absolutely fabulous \\\'A\\\' rated four bed 1st letting four bed home  which has been architectural designed by the award winning architects Metropolitan Workshop.  Situated in this small exclusive enclave private upmarket development in the heart of Ranelagh which offers every amenity of urban City Living for all stages of life.  

Surrounded by many fine gourmet stores, Mortons family supermarket and Nortons, Italian delicatessen, Supervalu to name a few.  An abundance of many superb restaurants / bistro to choose from ranging from Traditional - European cuisine at your fingertips.  Boutique cafes and bars all only a stone throw away.  A number of parks to choose from to inc Belgrave and Palmerston Square Family Park both with a fabulous playground area and The People Park famous for its ducks.    Excellent public transport with a wide range of buses to City Centre, Blackrock, Stillorgan and with the added bonus of having Beechwood and Ranelagh Luas only a 5-10 minutes walk.  Grafton Street is 25 minutes walk or 15 minutes by car and Dublin Airport is 35 minutes away.  

Ranalagh also prides itself in the wide range of schools to choose from Multi Denominational School, Sandford Park, Gonzaga, Scoil Bhríde, Muckross Park. Alexandra College St Mary\\\'s College &amp; St Louis. Parks, Sandford National Parish School.   Sporting and all leisure facilities are in abundance to inc Flyte Gym and David Lloyd Gym and Well-Being Centre.

The property has been built to the highest of standard and each design has been carefully throughout out offering luxury and comfort combined.  All rooms are well portioned with large windows allowing the sunlight to pour in giving the property a bright and airy feeling throughout.  Colour scheme is easy on the eyes allowing you to put your own stamp.  The innovative air-to-water heating system providing energy efficient central heating and hot water giving this home its A rated energy rating. 

Accommodation comprises of airy entrance leading to the Kitchen which is the heart of this home with its exceptional large bespoke oak finished  kitchens and calacutta marble work top sourced from Italy, Miele Appliances and porcelain Italian marble kitchen floors combined with extra stylish features such as antiqued quooker boiling brass kitchen tap and brass finished kitchen press handles.  Superb kitchen island to incorporate a seating area.  Good  size family area and  dinning which opens out on to patio doors leading to south west rear landscaped low maintenance garden with patio area.  Separate utility room with Miele washing machine and dryer.   Large living room with bay windows overlooking the front courtyard.  Large WC with space for a cloakroom.  Storage Area.  Complimentary hand finished oak staircase leading to upstairs master double with walk in wardrobe  and with good size ensuite with shower finished walls to floor Carrara and Terrazzo styled porcelain fitted tiles,   .  Large 2nd double bed built in wardrobes.   3rd good size single bedroom.  Main bathroom with bath and Carrara and Terrazzo Italian marble porcelain from floor to ceiling.   Upstairs large bedroom with walk in wardrobe and ensuite  Italian porcelain finished ensuite bathroom and terrace bay window .  An abundance of storage throughout the property. Cobblelock driveaway suitable for two cars.  Pedestrian access."
333,"Springvale, Edmondstown Rd, Rathfarnham, Dublin 14",14,3 ,2 ,Apartment,"€2,700 per month",2700,"***Location Location **** Bell Properties are delighted to bring to the market this superior large first floor three bed apartment situated in this private secluded gated development only six minutes from Rathfarnham Village, which offers a fine number of restaurants , bars, cafes and many local boutiques stores. It also has the added bonus of having a excellent bus services including the 15B/175 and 61 which offers easy access to the City Centre, and surrounding villages Rathgar, Terenure, Rathmines, Rathgar, Ranelagh and the M50 offering easy access to the national roads network and Dublin Airport. The Grange and Castle Golf Club, including rathfarnham Athletic Club, Spawell Leisure Club with Pool at your fingertips. 
The apartment is exceptionally bright giving a great feeling of space . tastefully decorated  throughout. 
Accommodation comprises of Large reception with interconnecting doors into the dining area.. Good size kitchen with fridge freezer dishwasher and washer/dryer with patio doors leading to the private large balcony.  First guest bedroom ;- Large bright room  with built in wardrobes and Second large double guest bedroom with built in wardrobes. The master bedroom is exceptionally large with ensuite. Ensuite bathroom with shower .  Main bathroom with shower.  Good storage. Parking ."
334,"Prestigious Penthouse Castlepark Road Dalkey, Co. Dublin, Dalkey",,3 ,3 ,Apartment,"€5,850 per month",5850,"This Prestigious Unfurnished Chic Penthouse is definitely the most elegant and well appointed apartment in this area.  Situated only a short stroll from the charming village of Dalkey which is now a trendy hot spot for many Dubliners due to the many fine 5 star and popular restaurants, bars, cafés and local village amenities   Exceptionally large (189 sq meters / 2034 sq ft ) the property has been designed to incorporate natural light throughout and with uninterrupted views from all aspects of the apartment.  Finished to the highest quality with many designer features such as the latest energy efficiency, Well planned storage space throughout. Miele appliances including steam oven, designer worktops, polished porcelain tiles and Danish Junker flooring.  Accom comprises of a private lift leading to this luxury apartment. Large bright entrance area. Exceptionally large comfortable living room with patio doors leading to a large terrace patio (approx 500 sq ft in total ) which has sheltered decking  and superb views of the sea and mountains.  The large dining area leads to an expansive kitchen with breakfast bar and patio doors leading to the large terrace balcony.  Separate utility room  with washing machine and separate dryer. Study/bedroom.  Beautifully appointed guest bathroom.  Two large exquisite double bedrooms with well designed wardrobes and both bedrooms have highly finished bathrooms.  Large garage suitable for storage. Underground gated parking . Extra Storage unit.  Elegant grounds."
335,"North Great George's Street, Dublin 1",1,2 ,1 ,Apartment,"€3,800 per month",3800,"***First Letting***Must be Viewed***Steeped in luxury, this exceptionally large all-inclusive executive apartment is situated in one of the City's most splendid Georgian street. But no need to worry about individual bills as the rent includes all utilities and household bills. This unique property is only a 15-20 minutes' walk from IFSC, St. Stephen Green, O'Connell Street and Temple Bar  with all their amenities on your door step. Public transport is also excellent with the LUAS line only a 5 minutes' walk and a wide range of bus services making a commute to Mater and Rotunda Hospital  easy.

The property has been carefully and sympathetically refurbished and designed to the highest standard.  Embracing  many of the original features there is a charming mix of the old and the new, giving this luxurious apartment elegance and flair .  Bespoke furnishings and Italian porcelain floors throughout in a building dating back to 1750's offers the ultimate in gracious interior design city living.

Accom comprises a welcoming hall with superb original mahogany wood features leading to a large reception room with stately fireplace furnished with large luxury sofas and tasteful artwork. There is a spacious dining area for entertaining. The kitchen with feature brickwork and vaulted ceiling is a modern fully equipped kitchen from Siematic. The spacious master bedroom has built in wardrobes. There is also a 2nd large adjacent room  which can be used as a large study/dressing room  / office with ample storage space. The main bathroom is beautifully designed with a walk in shower. The Japanese inspired ""Zen Garden"" completes this unique property."
336,"Penthouse The Oaks, Herbert Park Lane, Ballsbridge, Dublin 4",4,2 ,2 ,Apartment,"€5,000 per month",5000,***Worth Viewing ****Fabulous **Large two bed penthouse apartment which have just been tastefully decorated to the highest standard throughout. With the added advantage of being able to enjoy superb views of Herbert park and RDS. With the facilities of the Herbert Park Hotel at your doorstep combined with a number of great bars restaurants and cafes. Good transport with the DART and bus stops only minutes away. Easy access to the City Centre. There is also excellent schools and créche at your doorstep. Excellent natural light throughout provide an airy feeling throughout. Accom comprises of exceptionally large bright living room with dining area with large balcony with good panoramic views. Large modern kitchen  separate kitchen with all mod cons and b/fast area with patio doors which open on to balcony. Two large double bedrooms with built in wardrobes and one ensuite bathroom . Main bathroom with shower. Parking.
